"Date","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
2007-03-26,212.009994506836,212.220001220703,209.300003051758,211.729995727539,6525100,158.913421630859
2007-03-27,211.009994506836,211.729995727539,209.740005493164,209.869995117188,4806100,157.517349243164
2007-03-28,208.210006713867,208.669998168945,206.190002441406,206.759994506836,7991200,155.183181762695
2007-03-29,208.089996337891,208.889999389648,206.300003051758,207.199996948242,6380800,155.513412475586
2007-03-30,207.440002441406,209.029998779297,204.699996948242,206.630004882812,5177000,155.085601806641
2007-04-02,207.669998168945,207.679992675781,203.289993286133,205.649993896484,5797000,154.350067138672
2007-04-03,207,209.75,206.470001220703,209.75,5015300,157.427352905273
2007-04-04,209.449996948242,209.949996948242,208.210006713867,208.789993286133,4141600,156.706817626953
2007-04-05,208.5,208.5,207.410003662109,207.929992675781,3010800,156.061386108398
2007-04-09,208.570007324219,209.869995117188,207.449996948242,208.940002441406,3610500,156.819366455078
2007-04-10,208.300003051758,209.809997558594,208.210006713867,209.050003051758,3002700,156.901947021484
2007-04-11,208.699996948242,208.869995117188,206.610000610352,206.929992675781,5550400,155.310745239258
2007-04-12,206.25,207.520004272461,205.389999389648,207.050003051758,3946200,155.400772094727
2007-04-13,207.949996948242,207.949996948242,205.610000610352,206.5,4320400,154.988098144531
2007-04-16,208.240005493164,215.229995727539,208.119995117188,214.520004272461,10003000,161.007415771484
2007-04-17,215.149993896484,216.869995117188,213.539993286133,214.899993896484,6064400,161.292587280273
2007-04-18,214.100006103516,218.539993286133,213.970001220703,216.75,6077200,162.681167602539
2007-04-19,215.339996337891,221.710006713867,214.800003051758,219.289993286133,8880000,164.587539672852
2007-04-20,221.229995727539,222.190002441406,218.369995117188,220,7393900,165.384384155273
2007-04-23,221,223.979995727539,220.479995727539,222.419998168945,5816300,167.20361328125
2007-04-24,222.75,223.240005493164,218.710006713867,220.720001220703,6724800,165.925659179688
2007-04-25,221.899993896484,226.050003051758,220.100006103516,225.600006103516,7627000,169.594177246094
2007-04-26,225.899993896484,226.610000610352,224.169998168945,224.809997558594,4730800,169.000305175781
2007-04-27,224.050003051758,225.710006713867,222.990005493164,224.279998779297,3597400,168.601821899414
2007-04-30,224.360000610352,224.979995727539,218.479995727539,218.610000610352,5484500,164.339462280273
2007-05-01,219.080001831055,219.910003662109,215.350006103516,218.580001831055,6295500,164.316864013672
2007-05-02,218,221.919998168945,217.449996948242,219.490005493164,4859500,165.001037597656
2007-05-03,220.389999389648,221.929992675781,218.550003051758,221.559997558594,4414600,166.557083129883
2007-05-04,222.600006103516,227.339996337891,221.429992675781,227.339996337891,5632300,170.902191162109
2007-05-07,227,229.899993896484,225.600006103516,227.220001220703,4637000,170.812026977539
2007-05-08,225.919998168945,225.990005493164,222.960006713867,224.949996948242,4879700,169.105514526367
2007-05-09,224.949996948242,227.679992675781,223.350006103516,226.570007324219,5195100,170.323394775391
2007-05-10,225.5,226.979995727539,222.949996948242,223.100006103516,4963100,167.714767456055
2007-05-11,223.910003662109,227.550003051758,223.600006103516,227.5,4956100,171.022506713867
2007-05-14,228.029998779297,229,225.350006103516,226.179992675781,4761900,170.030181884766
2007-05-15,226.190002441406,228.330001831055,224.259994506836,224.380004882812,5771800,168.677093505859
2007-05-16,225.589996337891,227.960006713867,224.520004272461,227.110000610352,5161400,170.729293823242
2007-05-17,226.75,227.929992675781,225.25,227.380004882812,4185200,170.932266235352
2007-05-18,228.550003051758,231.220001220703,227.949996948242,230.339996337891,6726900,173.157424926758
2007-05-21,230.649993896484,231.690002441406,228.559997558594,229.229995727539,7778600,172.322998046875
2007-05-22,229.789993286133,231.660003662109,228.75,230.710006713867,3568400,173.435531616211
2007-05-23,231.699996948242,232.410003662109,228.429992675781,228.539993286133,4276600,171.804275512695
2007-05-24,229.369995117188,230.75,225.050003051758,225.679992675781,6211000,169.654327392578
2007-05-25,226.809997558594,226.949996948242,224.190002441406,225.529998779297,4068800,169.541610717773
2007-05-29,226.25,228.899993896484,226.029998779297,228.440002441406,3734700,171.729125976562
2007-05-30,226.25,232,225.600006103516,232,5393000,174.40544128418
2007-05-31,232.210006713867,233.970001220703,230.089996337891,230.820007324219,4578100,173.518264770508
2007-06-01,232.080001831055,232.889999389648,229.589996337891,230.710006713867,4093200,173.435531616211
2007-06-04,230,230.649993896484,227.940002441406,229.710006713867,3411600,172.683883666992
2007-06-05,229.360000610352,230.330001831055,228.25,229.360000610352,3676600,172.420761108398
2007-06-06,227.770004272461,227.940002441406,224.850006103516,227.350006103516,4411400,170.909759521484
2007-06-07,226.289993286133,227.419998168945,219.339996337891,220.050003051758,8363600,165.422012329102
2007-06-08,220.100006103516,225.070007324219,218.75,225.059997558594,5903000,169.188171386719
2007-06-11,225.600006103516,227.570007324219,224.130004882812,227.160003662109,4285600,170.766860961914
2007-06-12,226.899993896484,231.119995117188,225.580001831055,227.850006103516,7474500,171.285552978516
2007-06-13,229,233.639999389648,228,233.639999389648,7359000,175.638259887695
2007-06-14,227.710006713867,229.300003051758,225.009994506836,225.75,14381600,169.706893920898
2007-06-15,227.330001831055,228.470001220703,226,226.190002441406,7430400,170.037734985352
2007-06-18,226.550003051758,227.539993286133,224.800003051758,226.970001220703,4370200,170.624084472656
2007-06-19,226.160003662109,229.570007324219,225.490005493164,229.470001220703,4580200,172.503463745117
2007-06-20,229.75,230.330001831055,225.720001220703,225.889999389648,5831400,169.812194824219
2007-06-21,225.979995727539,226.899993896484,222.199996948242,226.899993896484,8340800,170.571426391602
2007-06-22,226.5,226.789993286133,220.270004272461,222.399993896484,9778800,167.188568115234
2007-06-25,221.110000610352,223.169998168945,215.050003051758,216.740005493164,11566700,162.933715820312
2007-06-26,217.699996948242,219.360000610352,214.169998168945,214.169998168945,9711500,161.001724243164
2007-06-27,214,219.800003051758,212.559997558594,219.330001831055,9018600,164.88069152832
2007-06-28,219.75,221.470001220703,217.669998168945,218.960006713867,5980200,164.602615356445
2007-06-29,219.550003051758,220.440002441406,213.690002441406,216.75,7853800,162.941207885742
2007-07-02,217.5,219.649993896484,216,219.179992675781,5019900,164.767959594727
2007-07-03,220.339996337891,224.899993896484,219.990005493164,224.550003051758,4676800,168.804885864258
2007-07-05,224.289993286133,224.289993286133,221.199996948242,221.320007324219,5385600,166.376678466797
2007-07-06,220.759994506836,224.220001220703,220.699996948242,223.639999389648,4122400,168.12077331543
2007-07-09,223.020004272461,225.770004272461,222.509994506836,223.300003051758,3998900,167.865173339844
2007-07-10,220.990005493164,222.699996948242,216.520004272461,217.080001831055,7960500,163.18928527832
2007-07-11,216.979995727539,219,214.649993896484,216.720001220703,8924700,162.918640136719
2007-07-12,218.470001220703,220.289993286133,216.720001220703,220.289993286133,6072900,165.602416992188
2007-07-13,220.059997558594,222.820007324219,219.199996948242,222.179992675781,5605300,167.023178100586
2007-07-16,221.869995117188,223.449996948242,219.460006713867,220.399993896484,4654500,165.685043334961
2007-07-17,221.740005493164,222.119995117188,218.649993896484,219.399993896484,5582200,164.933288574219
2007-07-18,216.029998779297,218.520004272461,212.339996337891,214.990005493164,11664000,161.618118286133
2007-07-19,217.080001831055,217.5,210.029998779297,211.690002441406,9461900,159.13737487793
2007-07-20,211.169998168945,211.970001220703,204.789993286133,205.940002441406,14540900,154.814834594727
2007-07-23,207.160003662109,207.880004882812,204.070007324219,205.039993286133,7760400,154.138259887695
2007-07-24,202.630004882812,204.559997558594,196.770004272461,198.149993896484,12344500,148.958740234375
2007-07-25,199.800003051758,203.75,197.779998779297,203.160003662109,13933200,152.724990844727
2007-07-26,198,199.889999389648,189,195.119995117188,22690900,146.680938720703
2007-07-27,194.669998168945,196.839996337891,190.509994506836,192.649993896484,17054700,145.084350585938
2007-07-30,194.520004272461,197.600006103516,192.449996948242,195.740005493164,12195100,147.411392211914
2007-07-31,198.550003051758,198.990005493164,187.25,188.339996337891,14744900,141.838531494141
2007-08-01,187.029998779297,189.100006103516,182.850006103516,189,16284300,142.335510253906
2007-08-02,189.149993896484,192.479995727539,185,187.460006713867,13133400,141.175735473633
2007-08-03,185.410003662109,186.839996337891,179.679992675781,179.679992675781,19828300,135.316680908203
2007-08-06,179.199996948242,187.860000610352,175,187.789993286133,18867300,141.424270629883
2007-08-07,186.580001831055,194.639999389648,185.389999389648,191.25,22763100,144.030029296875
2007-08-08,192.039993286133,198.5,188.759994506836,193.300003051758,20622000,145.573822021484
2007-08-09,186.160003662109,190.649993896484,180.789993286133,182.25,20868400,137.252182006836
2007-08-10,178.649993896484,184.410003662109,175.570007324219,180.5,20278700,135.934173583984
2007-08-13,185.009994506836,187.25,176.610000610352,177.5,15296400,133.674865722656
2007-08-14,178.600006103516,178.779998779297,169,169.75,26255900,127.838394165039
2007-08-15,169,173.520004272461,163.830001831055,164.899993896484,22268000,124.185859680176
2007-08-16,163.100006103516,171.410003662109,157.380004882812,169.850006103516,31328800,127.913719177246
2007-08-17,178.119995117188,180.860000610352,170.5,175,26741100,131.792190551758
2007-08-20,176.020004272461,176.389999389648,170.119995117188,172.759994506836,13174400,130.105239868164
2007-08-21,172.5,177.300003051758,170,175.479995727539,11796100,132.153625488281
2007-08-22,177.520004272461,180.050003051758,174.289993286133,177.889999389648,13427000,133.968597412109
2007-08-23,179.789993286133,180.880004882812,175.919998168945,177.5,10549400,133.674865722656
2007-08-24,176.770004272461,180.259994506836,175.600006103516,179.729995727539,8935300,135.35432434082
2007-08-27,179.330001831055,180.050003051758,177.259994506836,177.949996948242,6664000,134.01383972168
2007-08-28,175.009994506836,176.130004882812,170.25,170.949996948242,11610600,128.742156982422
2007-08-29,172.380004882812,174.449996948242,167.919998168945,173.720001220703,12797500,130.828201293945
2007-08-30,169.960006713867,173.429992675781,169.789993286133,171.380004882812,9559600,129.065933227539
2007-08-31,175.649993896484,178.100006103516,173.869995117188,176.009994506836,11023700,132.552780151367
2007-09-04,176.179992675781,183.699996948242,176.179992675781,180.800003051758,10161800,136.160186767578
2007-09-05,179.679992675781,179.789993286133,176.899993896484,177.809997558594,8987600,133.90837097168
2007-09-06,178.5,179.710006713867,175.360000610352,179.179992675781,9250600,134.94010925293
2007-09-07,176.600006103516,181.050003051758,175,178.979995727539,15144300,134.789505004883
2007-09-10,180.5,186.070007324219,178.5,183.610000610352,12989300,138.2763671875
2007-09-11,185.5,187,182.5,183.5,11334500,138.193481445312
2007-09-12,183.139999389648,184.25,181.699996948242,182.529998779297,7737700,137.463043212891
2007-09-13,183.75,196.039993286133,183.720001220703,188.470001220703,11292300,141.936447143555
2007-09-14,186.949996948242,191,185.589996337891,190.589996337891,9337600,143.533004760742
2007-09-17,189,189.5,186.339996337891,187.610000610352,7751300,141.288757324219
2007-09-18,190.800003051758,200.759994506836,187.410003662109,200.5,22107700,150.996139526367
2007-09-19,203.490005493164,207,203,205.5,23115400,154.761657714844
2007-09-20,210.940002441406,211,203.440002441406,203.529998779297,27435100,153.278121948242
2007-09-21,205.559997558594,210.350006103516,203.529998779297,209.979995727539,18187700,158.135559082031
2007-09-24,210.990005493164,214.899993896484,207.710006713867,210.429992675781,13439800,158.474456787109
2007-09-25,209,213.070007324219,208.809997558594,210.899993896484,11727900,158.828353881836
2007-09-26,212.419998168945,216.270004272461,210.800003051758,214.610000610352,10681000,161.622375488281
2007-09-27,215.449996948242,218.380004882812,214.190002441406,216.779998779297,8330100,163.256561279297
2007-09-28,215.759994506836,218.669998168945,215.25,216.740005493164,6156400,163.226486206055
2007-10-01,215.410003662109,223.619995117188,215.399993896484,222.979995727539,9905600,167.925842285156
2007-10-02,223.25,228.5,222.110000610352,228.020004272461,9419800,171.721435546875
2007-10-03,226.25,230.630004882812,225.669998168945,227.350006103516,10121400,171.216873168945
2007-10-04,227.550003051758,229.25,223.889999389648,225.949996948242,10039900,170.162536621094
2007-10-05,227.110000610352,229.720001220703,225.960006713867,228.5,7327700,172.082855224609
2007-10-08,227.509994506836,229.350006103516,226.259994506836,226.960006713867,4142600,170.923126220703
2007-10-09,227.800003051758,239.699996948242,226.199996948242,239.199996948242,15123700,180.141098022461
2007-10-10,237.110000610352,239.029998779297,234.899993896484,235.940002441406,9685200,177.685943603516
2007-10-11,239.020004272461,239.020004272461,226.050003051758,229.009994506836,12887100,172.466918945312
2007-10-12,230.669998168945,234.199996948242,229.729995727539,233.559997558594,6544800,175.893646240234
2007-10-15,233.25,234.309997558594,227.419998168945,229.339996337891,7024200,172.71549987793
2007-10-16,227.759994506836,228,223.199996948242,224.830001831055,7415500,169.318969726562
2007-10-17,228.25,230.479995727539,223.080001831055,227.619995117188,9189000,171.420166015625
2007-10-18,224.899993896484,228.309997558594,224.220001220703,227.850006103516,6499200,171.593368530273
2007-10-19,226.149993896484,227.470001220703,217.600006103516,217.690002441406,13106800,163.94189453125
2007-10-22,216.520004272461,224.25,213,222.179992675781,12163500,167.323364257812
2007-10-23,223.630004882812,225.869995117188,220.910003662109,223.759994506836,8176600,168.513259887695
2007-10-24,222.759994506836,225.820007324219,215.800003051758,225.119995117188,12650800,169.537414550781
2007-10-25,224.110000610352,230,221.809997558594,226.660003662109,12088700,170.962997436523
2007-10-26,232.860000610352,236.990005493164,229.360000610352,235.919998168945,9389300,177.947570800781
2007-10-29,236.220001220703,244.979995727539,235.070007324219,243.809997558594,9892400,183.898818969727
2007-10-30,241.25,246.399993896484,239.449996948242,240.330001831055,10453400,181.273895263672
2007-10-31,240.360000610352,250.699996948242,240,247.919998168945,14384600,186.998794555664
2007-11-01,243.550003051758,244.410003662109,238.75,240.210006713867,12579000,181.183441162109
2007-11-02,241.800003051758,241.800003051758,223.440002441406,229.600006103516,25177900,173.180557250977
2007-11-05,220,224.899993896484,212.800003051758,218.389999389648,21377900,164.72509765625
2007-11-06,221.740005493164,224.070007324219,213.589996337891,223.160003662109,15570500,168.323089599609
2007-11-07,218.899993896484,221.789993286133,213.160003662109,214.179992675781,13210300,161.549728393555
2007-11-08,213.669998168945,218,201.570007324219,209.940002441406,20301400,158.351638793945
2007-11-09,202.570007324219,218.589996337891,202.570007324219,211.330001831055,16979700,159.399993896484
2007-11-12,210.899993896484,221.190002441406,208.240005493164,214.710006713867,14406900,161.949462890625
2007-11-13,220.940002441406,233.039993286133,218.339996337891,233.039993286133,17393800,175.775253295898
2007-11-14,239.75,240.050003051758,231.039993286133,233.309997558594,13943300,175.978927612305
2007-11-15,230.110000610352,233.690002441406,223.740005493164,227.020004272461,10243100,171.234497070312
2007-11-16,228.259994506836,229.570007324219,222.570007324219,225.25,10083400,169.899520874023
2007-11-19,223.520004272461,228.399993896484,216.619995117188,220.539993286133,11007900,166.346893310547
2007-11-20,220.399993896484,226.229995727539,213.5,217.479995727539,13433000,164.038772583008
2007-11-21,213.410003662109,215.270004272461,206.440002441406,209.5,14874300,158.019744873047
2007-11-23,212.520004272461,216.479995727539,211.800003051758,216.479995727539,4737100,163.284545898438
2007-11-26,214.649993896484,217.449996948242,205.419998168945,207.449996948242,9815200,156.473480224609
2007-11-27,210,213.979995727539,206.190002441406,213.330001831055,11946400,160.908645629883
2007-11-28,217.580001831055,227.860000610352,217.080001831055,227.520004272461,15710600,171.611663818359
2007-11-29,226.020004272461,228.309997558594,222.5,224.380004882812,9774200,169.243255615234
2007-11-30,232.649993896484,234.220001220703,224.770004272461,226.639999389648,11878600,170.94792175293
2007-12-03,226.089996337891,229.350006103516,223.600006103516,226.889999389648,6800300,171.136489868164
2007-12-04,221.059997558594,223.460006713867,215.220001220703,215.220001220703,10734100,162.334136962891
2007-12-05,219.460006713867,220,214.229995727539,218.259994506836,12954700,164.627151489258
2007-12-06,214.5,223.350006103516,214.289993286133,222.509994506836,9987100,167.832809448242
2007-12-07,223.009994506836,224.039993286133,217.029998779297,217.889999389648,7797700,164.348068237305
2007-12-10,219.190002441406,224.309997558594,218.009994506836,224.210006713867,8412400,169.114959716797
2007-12-11,224.110000610352,227.449996948242,210.690002441406,211.149993896484,12783500,159.264282226562
2007-12-12,217.050003051758,220.850006103516,208.5,212.580001831055,18041100,160.342880249023
2007-12-13,209.850006103516,214.240005493164,204.940002441406,208.479995727539,17143300,157.250427246094
2007-12-14,208.740005493164,215.199996948242,207.699996948242,210.669998168945,10348500,158.90217590332
2007-12-17,209.759994506836,211.809997558594,207,208.630004882812,13323900,157.363571166992
2007-12-18,209.800003051758,210.529998779297,196.899993896484,201.509994506836,30016700,151.993118286133
2007-12-19,202.679992675781,206.100006103516,200.639999389648,204.160003662109,11895100,153.991973876953
2007-12-20,206.059997558594,206.720001220703,200.649993896484,202.669998168945,10108000,152.868118286133
2007-12-21,205.850006103516,210.25,205.020004272461,209.600006103516,10853800,158.095184326172
2007-12-24,211,214.949996948242,210.699996948242,214.320007324219,3419400,161.655288696289
2007-12-26,214.089996337891,217.369995117188,211.550003051758,216.690002441406,4290500,163.442916870117
2007-12-27,214.880004882812,217.800003051758,211.949996948242,211.949996948242,5304600,159.867660522461
2007-12-28,214.449996948242,214.770004272461,211.809997558594,211.940002441406,4209500,159.860137939453
2007-12-31,211.589996337891,216.789993286133,209.5,215.050003051758,5834300,162.205917358398
2008-01-02,214.800003051758,215.050003051758,206.600006103516,207.600006103516,9573500,156.586608886719
2008-01-03,208.919998168945,209.039993286133,204.139999389648,204.839996337891,7751700,154.504837036133
2008-01-04,201,204,198.289993286133,199.929992675781,10157900,150.801361083984
2008-01-07,200.229995727539,200.25,189.990005493164,194.729995727539,16044400,146.879196166992
2008-01-08,195.809997558594,199.5,189,189.5,13553700,142.934326171875
2008-01-09,189.039993286133,192.199996948242,183.699996948242,191.75,15901200,144.631408691406
2008-01-10,189.350006103516,199.399993896484,187.039993286133,196.910003662109,14830500,148.523468017578
2008-01-11,196.960006713867,200.679992675781,194.570007324219,198.740005493164,12400600,149.903762817383
2008-01-14,200.169998168945,202.220001220703,199.029998779297,201.649993896484,9400200,152.098709106445
2008-01-15,199.550003051758,199.550003051758,192.360000610352,193.289993286133,11292700,145.793045043945
2008-01-16,193.309997558594,201.779998779297,192.399993896484,197.5,13026600,148.968414306641
2008-01-17,198.289993286133,199.5,189.660003662109,190.979995727539,12283800,144.050628662109
2008-01-18,192.169998168945,193.389999389648,184.600006103516,187.210006713867,14975700,141.207077026367
2008-01-22,178.169998168945,192.830001831055,175.419998168945,190.690002441406,19029400,143.831878662109
2008-01-23,186.039993286133,199.970001220703,184.589996337891,199.389999389648,17635700,150.394012451172
2008-01-24,200.100006103516,201,194.199996948242,199.199996948242,11987200,150.250671386719
2008-01-25,201.509994506836,202,189.910003662109,191.369995117188,14019500,144.598831176758
2008-01-28,190.619995117188,196.460006713867,190.619995117188,196.25,10216000,148.286209106445
2008-01-29,197.039993286133,198.360000610352,194.070007324219,196.050003051758,7164500,148.135025024414
2008-01-30,195.270004272461,205.970001220703,193.399993896484,198.550003051758,17597900,150.024078369141
2008-01-31,196.449996948242,203.210006713867,195,199.550003051758,14803500,150.779571533203
2008-02-01,199.149993896484,208.779998779297,198,207.779998779297,12207400,156.998229980469
2008-02-04,207.839996337891,208,199.199996948242,200.800003051758,9071300,151.724151611328
2008-02-05,194.660003662109,197.309997558594,189.610000610352,189.860000610352,13276400,143.457870483398
2008-02-06,191.479995727539,192.850006103516,186.25,187.169998168945,9955500,141.42529296875
2008-02-07,185.770004272461,193.770004272461,185.320007324219,190.460006713867,10839200,143.911285400391
2008-02-08,189,190.639999389648,185.699996948242,187.070007324219,7869300,141.349807739258
2008-02-11,187.869995117188,190,185.5,185.869995117188,8875800,140.44303894043
2008-02-12,186.179992675781,186.25,178.5,180.649993896484,18397200,136.498870849609
2008-02-13,180.289993286133,181.729995727539,176.5,180.179992675781,13933900,136.14372253418
2008-02-14,178.5,181.100006103516,176.5,176.559997558594,10996700,133.408416748047
2008-02-15,175.100006103516,178.789993286133,173.369995117188,178.410003662109,12449300,134.806304931641
2008-02-19,180.309997558594,181.369995117188,172.679992675781,173.800003051758,10366600,131.322998046875
2008-02-20,171.970001220703,178.850006103516,171.820007324219,177.25,10793700,133.929748535156
2008-02-21,178.5,179.199996948242,174.720001220703,175.169998168945,8204800,132.358154296875
2008-02-22,175.550003051758,178,171.389999389648,177.710006713867,9631400,134.277389526367
2008-02-25,175.350006103516,178,172.070007324219,177.360000610352,12849200,134.012847900391
2008-02-26,175.479995727539,178,171.869995117188,172.699996948242,11517900,130.491806030273
2008-02-27,171.839996337891,181.279998779297,171.509994506836,180.800003051758,15903400,136.612152099609
2008-02-28,180.279998779297,180.279998779297,175.570007324219,176.699996948242,8828200,133.514266967773
2008-02-29,174.389999389648,175.539993286133,169,169.630004882812,11113300,128.172164916992
2008-03-03,169.289993286133,169.289993286133,164.309997558594,165.080001831055,11920800,124.734153747559
2008-03-04,163.610000610352,166.440002441406,160.199996948242,163.600006103516,17887900,123.615913391113
2008-03-05,163.910003662109,168.309997558594,162.669998168945,164.970001220703,13270000,124.651039123535
2008-03-06,162.949996948242,163.589996337891,158.130004882812,158.649993896484,15129200,119.875671386719
2008-03-07,157,163.320007324219,157,160.070007324219,15228600,120.948600769043
2008-03-10,159.990005493164,164.779998779297,155.229995727539,155.580001831055,13725600,117.555992126465
2008-03-11,161.899993896484,164.839996337891,157.5,163.070007324219,20415300,123.215393066406
2008-03-12,164.029998779297,170.059997558594,162.610000610352,163.009994506836,14444900,123.170043945312
2008-03-13,160.440002441406,167.300003051758,156.759994506836,165.440002441406,18617600,125.006210327148
2008-03-14,167,167.800003051758,155,156.860000610352,27102300,118.523162841797
2008-03-17,142.029998779297,154.119995117188,140.270004272461,151.020004272461,38648800,114.11051940918
2008-03-18,164.960006713867,175.880004882812,159.759994506836,175.589996337891,43276100,132.675552368164
2008-03-19,177.940002441406,178.460006713867,165.399993896484,166.490005493164,24176100,125.799575805664
2008-03-20,166.300003051758,180.360000610352,166.210006713867,179.630004882812,20801800,135.72819519043
2008-03-24,179,184.520004272461,176.149993896484,178.880004882812,15643700,135.161468505859
2008-03-25,177.509994506836,182.649993896484,177.139999389648,179.630004882812,11666800,135.72819519043
2008-03-26,178.490005493164,179.050003051758,174.330001831055,175.479995727539,11610600,132.592361450195
2008-03-27,176.610000610352,177.240005493164,167.380004882812,168.139999389648,15195800,127.046279907227
2008-03-28,169.570007324219,170.5,163.389999389648,164.449996948242,11978700,124.258209228516
2008-03-31,164.169998168945,168.490005493164,162.850006103516,165.389999389648,8977400,124.968414306641
2008-04-01,171.490005493164,176.990005493164,170.210006713867,176.860000610352,14694100,133.635147094727
2008-04-02,177,181.619995117188,176.100006103516,176.869995117188,12058300,133.642669677734
2008-04-03,174.789993286133,179.149993896484,172.880004882812,176.529998779297,10755800,133.385772705078
2008-04-04,176.550003051758,179.330001831055,174,175.399993896484,8496700,132.531890869141
2008-04-07,178.559997558594,181.75,176.929992675781,178.729995727539,10276200,135.048080444336
2008-04-08,177.300003051758,181.5,176.759994506836,178.899993896484,8629400,135.176574707031
